,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,^DJI,^GSPC,^IXIC,^DJI,^GSPC,^IXIC,^DJI,^GSPC,^IXIC,^DJI,^GSPC,^IXIC,^DJI,^GSPC,^IXIC,^DJI,^GSPC,^IXIC
Date,,,,,,,,,,,,,,,,,,
2018-09-17,26062.119140625,2888.800048828125,7895.7900390625,26062.119140625,2888.800048828125,7895.7900390625,26184.470703125,2904.64990234375,8002.77978515625,26030.349609375,2886.159912109375,7890.06982421875,26151.66015625,2903.830078125,7992.2099609375,230230000,2967980000,2303600000
2018-09-18,26246.9609375,2904.31005859375,7956.10986328125,26246.9609375,2904.31005859375,7956.10986328125,26317.33984375,2911.169921875,7986.10009765625,26076.2109375,2890.429931640625,7901.009765625,26076.2109375,2890.739990234375,7903.56982421875,243000000,3091190000,2328260000
2018-09-19,26405.759765625,2907.949951171875,7950.0400390625,26405.759765625,2907.949951171875,7950.0400390625,26464.41015625,2912.360107421875,7976.1201171875,26280.759765625,2903.820068359375,7917.72998046875,26287.83984375,2906.60009765625,7962.5498046875,251330000,3302460000,2167720000
2018-09-20,26656.98046875,2930.75,8028.22998046875,26656.98046875,2930.75,8028.22998046875,26697.490234375,2934.800048828125,8039.06005859375,26519.390625,2919.72998046875,7986.41015625,26519.390625,2919.72998046875,7993.52978515625,260480000,3406520000,2306580000
2018-09-21,26743.5,2929.669921875,7986.9599609375,26743.5,2929.669921875,7986.9599609375,26769.16015625,2940.909912109375,8057.259765625,26680.369140625,2927.110107421875,7979.669921875,26726.25,2936.760009765625,8041.68994140625,657620000,5652470000,3729890000
2018-09-24,26562.05078125,2919.3701171875,7993.25,26562.05078125,2919.3701171875,7993.25,26709.939453125,2923.7900390625,7997.89990234375,26548.6796875,2912.6298828125,7912.47021484375,26705.25,2921.830078125,7939.3798828125,254850000,3392030000,2433260000
2018-09-25,26492.2109375,2915.56005859375,8007.47021484375,26492.2109375,2915.56005859375,8007.47021484375,26634.849609375,2923.949951171875,8014.1201171875,26475.580078125,2913.699951171875,7979.2900390625,26601.580078125,2921.75,8001.58984375,234110000,3330880000,2328660000
2018-09-26,26385.279296875,2905.969970703125,7990.3701171875,26385.279296875,2905.969970703125,7990.3701171875,26606.08984375,2931.14990234375,8067.02978515625,26349.33984375,2903.280029296875,7982.759765625,26536.859375,2916.97998046875,8011.68017578125,262620000,3417540000,2342370000
2018-09-27,26439.9296875,2914.0,8041.97021484375,26439.9296875,2914.0,8041.97021484375,26557.009765625,2927.219970703125,8071.56005859375,26379.94921875,2909.27001953125,8017.91015625,26418.26953125,2911.64990234375,8021.22021484375,226350000,3101360000,2073930000
2018-09-28,26458.310546875,2913.97998046875,8046.35009765625,26458.310546875,2913.97998046875,8046.35009765625,26515.759765625,2920.530029296875,8065.06005859375,26383.5703125,2907.5,8015.8701171875,26407.66015625,2910.030029296875,8024.5,264030000,3461680000,2342120000
2018-10-01,26651.2109375,2924.590087890625,8037.2998046875,26651.2109375,2924.590087890625,8037.2998046875,26737.98046875,2937.06005859375,8107.3798828125,26596.05078125,2917.909912109375,8019.77001953125,26598.359375,2926.2900390625,8091.5,238320000,3375890000,2299520000
2018-10-02,26773.939453125,2923.429931640625,7999.5498046875,26773.939453125,2923.429931640625,7999.5498046875,26824.779296875,2931.419921875,8054.14990234375,26627.66015625,2919.3701171875,7983.990234375,26648.91015625,2923.800048828125,8024.47021484375,258290000,3432620000,2416800000
2018-10-03,26828.390625,2925.510009765625,8025.08984375,26828.390625,2925.510009765625,8025.08984375,26951.810546875,2939.860107421875,8053.93017578125,26789.080078125,2921.360107421875,8012.02978515625,26833.470703125,2931.68994140625,8034.64990234375,280130000,3625510000,3095630000
2018-10-04,26627.48046875,2901.610107421875,7879.509765625,26627.48046875,2901.610107421875,7879.509765625,26793.8203125,2919.780029296875,7997.169921875,26471.609375,2883.919921875,7833.16015625,26784.080078125,2919.35009765625,7993.330078125,289600000,3510370000,3302690000
2018-10-05,26447.05078125,2885.570068359375,7788.4501953125,26447.05078125,2885.570068359375,7788.4501953125,26676.16015625,2909.639892578125,7902.669921875,26301.810546875,2869.2900390625,7715.97021484375,26632.76953125,2902.5400390625,7874.759765625,267100000,3340820000,2699370000
2018-10-08,26486.779296875,2884.429931640625,7735.9501953125,26486.779296875,2884.429931640625,7735.9501953125,26529.349609375,2889.449951171875,7797.31982421875,26223.08984375,2862.080078125,7654.83984375,26399.44921875,2877.530029296875,7747.10009765625,273020000,3381820000,2259300000
2018-10-09,26430.5703125,2880.340087890625,7738.02001953125,26430.5703125,2880.340087890625,7738.02001953125,26539.939453125,2894.830078125,7799.75,26324.16015625,2874.27001953125,7718.9501953125,26469.189453125,2882.510009765625,7728.509765625,282560000,3531690000,2466440000
2018-10-10,25598.740234375,2785.679931640625,7422.0498046875,25598.740234375,2785.679931640625,7422.0498046875,26487.869140625,2874.02001953125,7701.2001953125,25567.099609375,2784.860107421875,7420.56005859375,26441.73046875,2873.89990234375,7694.080078125,438200000,4554260000,3111680000
2018-10-11,25052.830078125,2728.3701171875,7329.06005859375,25052.830078125,2728.3701171875,7329.06005859375,25683.640625,2795.139892578125,7493.2099609375,24899.76953125,2710.510009765625,7274.0400390625,25518.390625,2776.8701171875,7388.06982421875,522880000,4914090000,3154520000
2018-10-12,25339.990234375,2767.1298828125,7496.89013671875,25339.990234375,2767.1298828125,7496.89013671875,25467.55078125,2775.77001953125,7516.68994140625,25000.830078125,2729.43994140625,7368.330078125,25407.630859375,2770.5400390625,7507.83984375,397510000,4024010000,2674210000
2018-10-15,25250.55078125,2750.7900390625,7430.740234375,25250.55078125,2750.7900390625,7430.740234375,25482.419921875,2775.989990234375,7500.93017578125,25243.880859375,2749.030029296875,7400.06982421875,25332.4609375,2763.830078125,7473.330078125,287320000,3327160000,2167000000
2018-10-16,25798.419921875,2809.919921875,7645.490234375,25798.419921875,2809.919921875,7645.490234375,25817.6796875,2813.4599609375,7658.14013671875,25351.529296875,2766.909912109375,7493.43994140625,25351.529296875,2767.050048828125,7501.77978515625,305800000,3460260000,2639760000
2018-10-17,25706.6796875,2809.2099609375,7642.7001953125,25706.6796875,2809.2099609375,7642.7001953125,25810.08984375,2816.93994140625,7670.490234375,25479.16015625,2781.81005859375,7563.08984375,25705.869140625,2811.669921875,7669.259765625,298210000,3347090000,2385070000
2018-10-18,25379.44921875,2768.780029296875,7485.14013671875,25379.44921875,2768.780029296875,7485.14013671875,25691.4609375,2806.0400390625,7616.85986328125,25236.009765625,2755.179931640625,7452.4599609375,25645.560546875,2802.0,7616.47021484375,328020000,3639300000,2567980000
2018-10-19,25444.33984375,2767.780029296875,7449.02978515625,25444.33984375,2767.780029296875,7449.02978515625,25608.7109375,2797.77001953125,7582.89013671875,25350.01953125,2760.27001953125,7428.2998046875,25421.08984375,2775.659912109375,7530.16015625,350810000,3593940000,2547790000
2018-10-22,25317.41015625,2755.8798828125,7468.6298828125,25317.41015625,2755.8798828125,7468.6298828125,25561.33984375,2778.93994140625,7520.5400390625,25236.05078125,2749.219970703125,7424.740234375,25492.140625,2773.93994140625,7486.740234375,314940000,3331270000,2301010000
2018-10-23,25191.4296875,2740.68994140625,7437.5400390625,25191.4296875,2740.68994140625,7437.5400390625,25307.69921875,2753.590087890625,7472.580078125,24768.7890625,2691.429931640625,7260.1298828125,25038.4609375,2721.030029296875,7328.5498046875,436430000,4373710000,2752010000
2018-10-24,24583.419921875,2656.10009765625,7108.39990234375,24583.419921875,2656.10009765625,7108.39990234375,25306.23046875,2742.590087890625,7435.68994140625,24533.189453125,2651.889892578125,7099.0,25172.880859375,2737.8701171875,7423.2099609375,496400000,4738670000,2959560000
2018-10-25,24984.55078125,2705.570068359375,7318.33984375,24984.55078125,2705.570068359375,7318.33984375,25104.2890625,2722.699951171875,7364.81982421875,24645.560546875,2667.840087890625,7178.5400390625,24736.5390625,2674.8798828125,7197.490234375,439670000,4663930000,2788090000
2018-10-26,24688.310546875,2658.68994140625,7167.2099609375,24688.310546875,2658.68994140625,7167.2099609375,24916.16015625,2692.3798828125,7283.31982421875,24445.189453125,2628.159912109375,7057.0,24770.25,2667.860107421875,7125.18017578125,505310000,4804330000,2971530000
2018-10-29,24442.919921875,2641.25,7050.2900390625,24442.919921875,2641.25,7050.2900390625,25040.580078125,2706.85009765625,7295.60986328125,24122.23046875,2603.5400390625,6922.830078125,24818.98046875,2682.64990234375,7272.419921875,443850000,4701260000,2711900000
2018-10-30,24874.640625,2682.6298828125,7161.64990234375,24874.640625,2682.6298828125,7161.64990234375,24906.6796875,2685.429931640625,7166.83984375,24415.689453125,2635.340087890625,7001.47998046875,24482.0390625,2640.679931640625,7017.8701171875,470050000,5125600000,2699220000
2018-10-31,25115.759765625,2711.739990234375,7305.89990234375,25115.759765625,2711.739990234375,7305.89990234375,25336.55078125,2736.68994140625,7368.490234375,25008.8203125,2705.60009765625,7270.6298828125,25008.8203125,2705.60009765625,7276.6201171875,448930000,5133380000,2918880000
2018-11-01,25380.740234375,2740.3701171875,7434.06005859375,25380.740234375,2740.3701171875,7434.06005859375,25396.470703125,2741.669921875,7435.8798828125,25108.109375,2708.85009765625,7286.5,25142.080078125,2717.580078125,7327.81982421875,383970000,4730250000,2728760000
2018-11-02,25270.830078125,2723.06005859375,7356.990234375,25270.830078125,2723.06005859375,7356.990234375,25578.98046875,2756.550048828125,7466.52978515625,25078.720703125,2700.43994140625,7298.68017578125,25443.599609375,2745.449951171875,7424.02001953125,429480000,4261230000,2899670000
2018-11-05,25461.69921875,2738.31005859375,7328.85009765625,25461.69921875,2738.31005859375,7328.85009765625,25507.349609375,2744.27001953125,7349.22998046875,25261.470703125,2717.93994140625,7255.8798828125,25261.470703125,2726.3701171875,7344.080078125,334740000,3650910000,2186310000
2018-11-06,25635.009765625,2755.449951171875,7375.9599609375,25635.009765625,2755.449951171875,7375.9599609375,25651.859375,2756.820068359375,7400.64013671875,25444.900390625,2737.080078125,7320.89013671875,25452.830078125,2738.39990234375,7326.06982421875,265450000,3543800000,2300920000
2018-11-07,26180.30078125,2813.889892578125,7570.75,26180.30078125,2813.889892578125,7570.75,26200.140625,2815.14990234375,7572.93017578125,25765.880859375,2774.1298828125,7435.8701171875,25788.4609375,2774.1298828125,7446.08984375,361780000,3929080000,2687410000
2018-11-08,26191.220703125,2806.830078125,7530.8798828125,26191.220703125,2806.830078125,7530.8798828125,26277.8203125,2814.75,7566.93017578125,26081.900390625,2794.989990234375,7499.7099609375,26139.58984375,2806.3798828125,7544.169921875,295650000,3673550000,2475160000
2018-11-09,25989.30078125,2781.010009765625,7406.89990234375,25989.30078125,2781.010009765625,7406.89990234375,26161.490234375,2794.10009765625,7474.33984375,25882.91015625,2764.239990234375,7349.47998046875,26149.109375,2794.10009765625,7468.509765625,324450000,4029030000,2426750000
2018-11-12,25387.1796875,2726.219970703125,7200.8701171875,25387.1796875,2726.219970703125,7200.8701171875,25966.7109375,2775.989990234375,7371.08984375,25340.509765625,2722.0,7193.77001953125,25959.330078125,2773.929931640625,7364.0498046875,346910000,3701570000,2305340000
2018-11-13,25286.490234375,2722.179931640625,7200.8701171875,25286.490234375,2722.179931640625,7200.8701171875,25511.029296875,2754.60009765625,7319.1201171875,25193.779296875,2714.97998046875,7182.85986328125,25321.2109375,2730.050048828125,7230.68994140625,339690000,4112820000,2361240000
2018-11-14,25080.5,2701.580078125,7136.39013671875,25080.5,2701.580078125,7136.39013671875,25501.2890625,2746.800048828125,7285.56982421875,24935.8203125,2685.75,7101.169921875,25388.080078125,2737.89990234375,7265.39013671875,384240000,4449060000,2566210000
2018-11-15,25289.26953125,2730.199951171875,7259.02978515625,25289.26953125,2730.199951171875,7259.02978515625,25354.560546875,2735.3798828125,7274.259765625,24787.7890625,2670.75,7072.35986328125,25061.48046875,2693.52001953125,7112.830078125,392750000,4204960000,2523500000
2018-11-16,25413.220703125,2736.27001953125,7247.8701171875,25413.220703125,2736.27001953125,7247.8701171875,25510.23046875,2746.75,7274.85986328125,25147.80078125,2712.159912109375,7171.7001953125,25242.349609375,2718.5400390625,7193.60009765625,354460000,3996970000,2466980000
2018-11-19,25017.439453125,2690.72998046875,7028.47998046875,25017.439453125,2690.72998046875,7028.47998046875,25392.609375,2733.159912109375,7224.1201171875,24900.98046875,2681.090087890625,7011.39990234375,25392.609375,2730.739990234375,7217.240234375,358090000,3806940000,2381430000
2018-11-20,24465.640625,2641.889892578125,6908.81982421875,24465.640625,2641.889892578125,6908.81982421875,24707.259765625,2669.43994140625,6994.75,24368.98046875,2631.52001953125,6830.759765625,24618.6796875,2654.60009765625,6867.43017578125,445920000,4370820000,2672250000
2018-11-21,24464.689453125,2649.929931640625,6972.25,24464.689453125,2649.929931640625,6972.25,24669.7890625,2670.72998046875,7029.93017578125,24463.279296875,2649.820068359375,6951.6201171875,24541.650390625,2657.739990234375,6985.509765625,289370000,3237400000,1867840000
2018-11-23,24285.94921875,2632.56005859375,6938.97998046875,24285.94921875,2632.56005859375,6938.97998046875,24408.80078125,2647.550048828125,6987.89013671875,24268.740234375,2631.090087890625,6919.16015625,24336.400390625,2633.360107421875,6919.52001953125,155940000,1651680000,958950000
2018-11-26,24640.240234375,2673.449951171875,7081.85009765625,24640.240234375,2673.449951171875,7081.85009765625,24673.2890625,2674.35009765625,7083.93017578125,24364.130859375,2649.969970703125,7003.1201171875,24364.130859375,2649.969970703125,7026.5,306280000,3523520000,2036910000
2018-11-27,24748.73046875,2682.169921875,7082.7001953125,24748.73046875,2682.169921875,7082.7001953125,24750.73046875,2682.530029296875,7105.14013671875,24416.029296875,2655.889892578125,7014.35986328125,24557.01953125,2663.75,7041.22998046875,308250000,3494380000,2076790000
2018-11-28,25366.4296875,2743.7900390625,7291.58984375,25366.4296875,2743.7900390625,7291.58984375,25368.9296875,2744.0,7292.7099609375,24832.83984375,2684.3798828125,7090.97998046875,24832.83984375,2691.449951171875,7135.080078125,362160000,3984540000,2413120000
2018-11-29,25338.83984375,2737.800048828125,7273.080078125,25338.83984375,2737.800048828125,7273.080078125,25479.0390625,2753.75,7319.9599609375,25202.7890625,2722.93994140625,7217.68994140625,25343.650390625,2736.969970703125,7267.3701171875,305110000,3599200000,2018190000
2018-11-30,25538.4609375,2760.169921875,7330.5400390625,25538.4609375,2760.169921875,7330.5400390625,25549.7109375,2760.8798828125,7332.7900390625,25250.970703125,2732.760009765625,7255.68017578125,25307.140625,2737.760009765625,7279.2998046875,482250000,4668310000,2547970000
2018-12-03,25826.4296875,2790.3701171875,7441.509765625,25826.4296875,2790.3701171875,7441.509765625,25980.2109375,2800.179931640625,7486.509765625,25670.509765625,2773.3798828125,7392.22021484375,25779.5703125,2790.5,7486.1298828125,388480000,4221580000,2643150000
2018-12-04,25027.0703125,2700.06005859375,7158.43017578125,25027.0703125,2700.06005859375,7158.43017578125,25773.119140625,2785.929931640625,7421.10986328125,25008.109375,2697.179931640625,7150.10986328125,25752.560546875,2782.429931640625,7407.9501953125,418900000,4515710000,2655720000
2018-12-06,24947.669921875,2695.949951171875,7188.259765625,24947.669921875,2695.949951171875,7188.259765625,24951.009765625,2696.14990234375,7189.52001953125,24242.220703125,2621.530029296875,6984.33984375,24737.419921875,2663.510009765625,7017.0498046875,471690000,5180430000,2857650000
2018-12-07,24388.94921875,2633.080078125,6969.25,24388.94921875,2633.080078125,6969.25,25095.619140625,2708.5400390625,7205.3701171875,24284.779296875,2623.139892578125,6945.27001953125,24918.8203125,2691.260009765625,7163.490234375,398230000,4242240000,2504680000
2018-12-10,24423.259765625,2637.719970703125,7020.52001953125,24423.259765625,2637.719970703125,7020.52001953125,24500.810546875,2647.510009765625,7047.6201171875,23881.369140625,2583.22998046875,6878.990234375,24360.94921875,2630.860107421875,6959.6298828125,389690000,4162880000,2380270000
2018-12-11,24370.240234375,2636.780029296875,7031.830078125,24370.240234375,2636.780029296875,7031.830078125,24791.259765625,2674.35009765625,7129.830078125,24221.060546875,2621.300048828125,6983.009765625,24719.91015625,2664.43994140625,7121.66015625,342960000,3963440000,2286810000
2018-12-12,24527.26953125,2651.070068359375,7098.31005859375,24527.26953125,2651.070068359375,7098.31005859375,24828.2890625,2685.43994140625,7197.2900390625,24509.08984375,2650.260009765625,7096.56005859375,24509.08984375,2658.22998046875,7127.0,344330000,4029300000,2427080000
2018-12-13,24597.380859375,2650.5400390625,7070.330078125,24597.380859375,2650.5400390625,7070.330078125,24740.9609375,2670.18994140625,7154.64013671875,24473.2890625,2637.27001953125,7034.81982421875,24575.859375,2658.699951171875,7135.27978515625,299970000,3978340000,2162210000
2018-12-14,24100.509765625,2599.949951171875,6910.66015625,24100.509765625,2599.949951171875,6910.66015625,24431.140625,2635.070068359375,7027.169921875,24033.7890625,2593.840087890625,6898.990234375,24408.0390625,2629.679931640625,6986.3701171875,416940000,4064370000,2218330000
2018-12-17,23592.98046875,2545.93994140625,6753.72998046875,23592.98046875,2545.93994140625,6753.72998046875,24088.080078125,2601.1298828125,6931.81005859375,23456.880859375,2530.5400390625,6710.009765625,23986.830078125,2590.75,6886.4599609375,466740000,4661420000,2697400000
2018-12-18,23675.640625,2546.159912109375,6783.91015625,23675.640625,2546.159912109375,6783.91015625,23927.76953125,2573.989990234375,6847.27001953125,23516.01953125,2528.7099609375,6733.7099609375,23769.130859375,2559.89990234375,6809.81982421875,408070000,4519190000,2623270000
2018-12-19,23323.66015625,2506.9599609375,6636.830078125,23323.66015625,2506.9599609375,6636.830078125,24057.33984375,2585.2900390625,6868.85986328125,23162.640625,2488.9599609375,6586.5,23693.330078125,2547.050048828125,6777.58984375,503550000,5152830000,2919140000
2018-12-20,22859.599609375,2467.419921875,6528.41015625,22859.599609375,2467.419921875,6528.41015625,23282.19921875,2509.6298828125,6666.2001953125,22644.310546875,2441.179931640625,6447.91015625,23224.119140625,2496.77001953125,6607.759765625,576700000,5619780000,3282440000
2018-12-21,22445.369140625,2416.6201171875,6332.990234375,22445.369140625,2416.6201171875,6332.990234375,23254.58984375,2504.409912109375,6586.68017578125,22396.33984375,2408.550048828125,6304.6298828125,22871.740234375,2465.3798828125,6573.490234375,900510000,7657890000,4571670000
2018-12-24,21792.19921875,2351.10009765625,6192.919921875,21792.19921875,2351.10009765625,6192.919921875,22339.869140625,2410.340087890625,6355.18017578125,21792.19921875,2351.10009765625,6190.169921875,22317.279296875,2400.56005859375,6278.490234375,308420000,2613670000,1647440000
2018-12-26,22878.44921875,2467.699951171875,6554.35986328125,22878.44921875,2467.699951171875,6554.35986328125,22878.919921875,2467.760009765625,6555.52978515625,21712.529296875,2346.580078125,6214.33984375,21857.73046875,2363.1201171875,6257.85986328125,433080000,4249740000,2572890000
2018-12-27,23138.8203125,2488.830078125,6579.490234375,23138.8203125,2488.830078125,6579.490234375,23138.890625,2489.10009765625,6583.009765625,22267.419921875,2397.93994140625,6336.97021484375,22629.060546875,2442.5,6457.18994140625,407940000,4139010000,2449110000
2018-12-28,23062.400390625,2485.739990234375,6584.52001953125,23062.400390625,2485.739990234375,6584.52001953125,23381.880859375,2520.27001953125,6684.18017578125,22981.330078125,2472.889892578125,6529.22021484375,23213.609375,2498.77001953125,6616.7900390625,336510000,3728440000,2216250000
2018-12-31,23327.4609375,2506.85009765625,6635.27978515625,23327.4609375,2506.85009765625,6635.27978515625,23333.1796875,2509.239990234375,6659.9599609375,23118.30078125,2482.820068359375,6570.06005859375,23153.939453125,2498.93994140625,6649.52001953125,288830000,3461920000,2109320000
2019-01-02,23346.240234375,2510.030029296875,6665.93994140625,23346.240234375,2510.030029296875,6665.93994140625,23413.470703125,2519.489990234375,6693.7099609375,22928.58984375,2467.469970703125,6506.8798828125,23058.609375,2476.9599609375,6506.91015625,321570000,3733160000,2261800000
2019-01-03,22686.220703125,2447.889892578125,6463.5,22686.220703125,2447.889892578125,6463.5,23176.390625,2493.139892578125,6600.2099609375,22638.41015625,2443.9599609375,6457.1298828125,23176.390625,2491.919921875,6584.77001953125,424240000,3858830000,2631550000
2019-01-04,23433.16015625,2531.93994140625,6738.85986328125,23433.16015625,2531.93994140625,6738.85986328125,23518.640625,2538.070068359375,6760.68994140625,22894.919921875,2474.330078125,6554.240234375,22894.919921875,2474.330078125,6567.14013671875,396020000,4234140000,2596150000
2019-01-07,23531.349609375,2549.68994140625,6823.47021484375,23531.349609375,2549.68994140625,6823.47021484375,23687.740234375,2566.159912109375,6855.60009765625,23301.58984375,2524.56005859375,6741.39990234375,23474.259765625,2535.610107421875,6757.52978515625,334200000,4133120000,2523450000
2019-01-08,23787.44921875,2574.409912109375,6897.0,23787.44921875,2574.409912109375,6897.0,23864.650390625,2579.820068359375,6909.580078125,23581.44921875,2547.56005859375,6795.85986328125,23680.3203125,2568.110107421875,6893.43994140625,317420000,4120060000,2407340000
2019-01-09,23879.119140625,2584.9599609375,6957.080078125,23879.119140625,2584.9599609375,6957.080078125,24084.7109375,2595.320068359375,6985.22021484375,23703.16015625,2568.889892578125,6899.56005859375,23844.26953125,2580.0,6923.06005859375,324570000,4088740000,2434500000
2019-01-10,24001.919921875,2596.639892578125,6986.06982421875,24001.919921875,2596.639892578125,6986.06982421875,24014.779296875,2597.820068359375,6991.3701171875,23703.25,2562.02001953125,6877.080078125,23811.109375,2573.510009765625,6908.64990234375,338150000,3721300000,2190110000
2019-01-11,23995.94921875,2596.260009765625,6971.47998046875,23995.94921875,2596.260009765625,6971.47998046875,23996.3203125,2596.27001953125,6975.64990234375,23798.16015625,2577.39990234375,6933.60009765625,23940.009765625,2588.110107421875,6947.4599609375,262650000,3447460000,2074310000
2019-01-14,23909.83984375,2582.610107421875,6905.919921875,23909.83984375,2582.610107421875,6905.919921875,23964.900390625,2589.320068359375,6936.22021484375,23765.240234375,2570.409912109375,6887.47998046875,23880.529296875,2580.31005859375,6908.02978515625,277560000,3689370000,1960780000
2019-01-15,24065.58984375,2610.300048828125,7023.830078125,24065.58984375,2610.300048828125,7023.830078125,24099.140625,2613.080078125,7025.85009765625,23887.9296875,2585.10009765625,6928.1201171875,23914.109375,2585.10009765625,6931.39013671875,291570000,3601180000,2066090000
2019-01-16,24207.16015625,2616.10009765625,7034.68994140625,24207.16015625,2616.10009765625,7034.68994140625,24288.609375,2625.760009765625,7079.6298828125,24119.720703125,2612.679931640625,7028.1201171875,24139.91015625,2614.75,7033.75,302830000,3882180000,2163730000
2019-01-17,24370.099609375,2635.9599609375,7084.4599609375,24370.099609375,2635.9599609375,7084.4599609375,24474.4609375,2645.06005859375,7113.9501953125,24088.900390625,2606.360107421875,7003.6201171875,24147.08984375,2609.280029296875,7010.1298828125,288590000,3802410000,2149280000
2019-01-18,24706.349609375,2670.7099609375,7157.22998046875,24706.349609375,2670.7099609375,7157.22998046875,24750.220703125,2675.469970703125,7185.3798828125,24459.029296875,2647.580078125,7096.6201171875,24534.189453125,2651.27001953125,7134.10009765625,372970000,4009010000,2459920000
2019-01-22,24404.48046875,2632.89990234375,7020.35986328125,24404.48046875,2632.89990234375,7020.35986328125,24607.759765625,2657.8798828125,7110.16015625,24244.310546875,2617.27001953125,6979.81005859375,24607.759765625,2657.8798828125,7109.56982421875,338480000,3923950000,2397660000
2019-01-23,24575.619140625,2638.699951171875,7025.77001953125,24575.619140625,2638.699951171875,7025.77001953125,24700.98046875,2653.18994140625,7084.85009765625,24307.169921875,2612.860107421875,6953.22998046875,24577.25,2643.47998046875,7061.64990234375,318600000,3358770000,2288090000
2019-01-24,24553.240234375,2642.330078125,7073.4599609375,24553.240234375,2642.330078125,7073.4599609375,24626.30078125,2647.199951171875,7078.9599609375,24422.73046875,2627.010009765625,7029.9501953125,24579.9609375,2638.840087890625,7042.25,320170000,3449230000,2419110000
2019-01-25,24737.19921875,2664.760009765625,7164.85986328125,24737.19921875,2664.760009765625,7164.85986328125,24860.150390625,2672.3798828125,7174.56005859375,24676.75,2657.330078125,7111.08984375,24687.2109375,2657.43994140625,7128.18017578125,376890000,3821000000,2446550000
2019-01-28,24528.220703125,2643.85009765625,7085.68017578125,24528.220703125,2643.85009765625,7085.68017578125,24596.98046875,2644.969970703125,7086.2998046875,24323.939453125,2624.06005859375,7034.25,24596.98046875,2644.969970703125,7075.009765625,347170000,3630820000,2448790000
2019-01-29,24579.9609375,2640.0,7028.2900390625,24579.9609375,2640.0,7028.2900390625,24674.869140625,2650.929931640625,7092.2900390625,24504.0390625,2631.050048828125,7011.47021484375,24519.619140625,2644.889892578125,7087.490234375,330870000,3518070000,2106370000
2019-01-30,25014.859375,2681.050048828125,7183.080078125,25014.859375,2681.050048828125,7183.080078125,25109.619140625,2690.43994140625,7201.31005859375,24790.900390625,2648.340087890625,7065.56982421875,24826.51953125,2653.6201171875,7094.7900390625,397330000,3883270000,2569410000
2019-01-31,24999.669921875,2704.10009765625,7281.740234375,24999.669921875,2704.10009765625,7281.740234375,25049.619140625,2708.949951171875,7303.1201171875,24842.08984375,2678.64990234375,7205.9501953125,24954.48046875,2685.489990234375,7208.169921875,507350000,4953800000,2947490000
2019-02-01,25063.890625,2706.530029296875,7263.8701171875,25063.890625,2706.530029296875,7263.8701171875,25193.150390625,2716.659912109375,7299.93994140625,24982.490234375,2696.8798828125,7243.41015625,25025.310546875,2702.320068359375,7256.3701171875,372090000,3782490000,2398800000
2019-02-04,25239.369140625,2724.8701171875,7347.5400390625,25239.369140625,2724.8701171875,7347.5400390625,25239.91015625,2724.989990234375,7348.22998046875,24977.669921875,2698.75,7261.06982421875,25062.119140625,2706.489990234375,7266.27978515625,298540000,3369450000,2106030000
2019-02-05,25411.51953125,2737.699951171875,7402.080078125,25411.51953125,2737.699951171875,7402.080078125,25427.3203125,2738.97998046875,7408.68017578125,25287.650390625,2724.030029296875,7355.35986328125,25287.9296875,2728.340087890625,7356.33984375,310650000,3597620000,2284960000
2019-02-06,25390.30078125,2731.610107421875,7375.27978515625,25390.30078125,2731.610107421875,7375.27978515625,25439.0390625,2738.080078125,7410.77001953125,25312.060546875,2724.14990234375,7346.72021484375,25371.5703125,2735.050048828125,7400.43994140625,247590000,3486590000,2179400000
2019-02-07,25169.529296875,2706.050048828125,7288.35009765625,25169.529296875,2706.050048828125,7288.35009765625,25314.259765625,2719.320068359375,7336.740234375,25000.51953125,2687.260009765625,7235.0498046875,25265.810546875,2717.530029296875,7316.5,295460000,4114040000,2310700000
2019-02-08,25106.330078125,2707.8798828125,7298.2001953125,25106.330078125,2707.8798828125,7298.2001953125,25106.390625,2708.070068359375,7299.43994140625,24883.0390625,2681.830078125,7225.14013671875,25042.359375,2692.360107421875,7232.2998046875,248210000,3649510000,2102520000
2019-02-11,25053.109375,2709.800048828125,7307.89990234375,25053.109375,2709.800048828125,7307.89990234375,25196.75,2718.050048828125,7343.56005859375,25009.099609375,2703.7900390625,7290.02978515625,25142.810546875,2712.39990234375,7327.3701171875,241700000,3395330000,1908490000
2019-02-12,25425.759765625,2744.72998046875,7414.6201171875,25425.759765625,2744.72998046875,7414.6201171875,25458.98046875,2748.18994140625,7419.43017578125,25152.029296875,2722.610107421875,7349.7998046875,25152.029296875,2722.610107421875,7358.85009765625,278110000,3843020000,2140130000
2019-02-13,25543.26953125,2753.030029296875,7420.3798828125,25543.26953125,2753.030029296875,7420.3798828125,25625.94921875,2761.85009765625,7461.66015625,25480.859375,2748.6298828125,7413.83984375,25480.859375,2750.300048828125,7437.4599609375,263330000,3684910000,2103840000
2019-02-14,25439.390625,2745.72998046875,7426.9501953125,25439.390625,2745.72998046875,7426.9501953125,25558.900390625,2757.89990234375,7454.419921875,25308.08984375,2731.22998046875,7375.7099609375,25460.650390625,2743.5,7390.25,313010000,3845390000,2117500000
